"性","セイ","名","メイ","年齢","年齢階層","性別","身長","体重","bmi","所在地","最終学歴","専攻学科","職業","給料","配偶状況","初婚年齢","喫煙","飲酒","生活満足度"
"相松","あいまつ","都歌冴","つかさ",60,"60-64","男",161.7,74.5,28.5,"大阪府","大学・大学院","大学 人文科学","無職その他","400万円～","有配偶",31,"吸わない","飲まない (飲めない)","満足"
"揚","あげ","美園","みその",23,"20-24","女",161.2,46.5,17.9,"岐阜県","大学・大学院","大学 農学","無職その他","200万円～","未婚",NA,"吸わない","飲まない (飲めない)","満足"
"吉海","よしがい","亮慧","あきえ",44,"40-44","女",154.8,24,10,"新潟県","大学・大学院","大学 保健","無職その他","200万円～","有配偶",26,"吸わない","週１-２日","やや不満だ"
"須磨崎","すまざき","浅花","あさか",73,"70-74","女",148.2,61.7,28.1,"神奈川県","高校・旧中","なし","無職その他","100万円以下","有配偶",25,"吸わない","ほとんど飲まない","やや満足"
"速水","はやみず","会太","かいた",86,"85-89","男",167.3,70,25,"石川県","大学・大学院","大学 社会科学","無職その他","400万円～","死別",30,"吸わない","週３-４日","やや不満だ"
"三辺","みなべ","紗江乃","さえの",35,"35-39","女",151.4,63.5,27.7,"愛知県","高校・旧中","なし","サービス職業従事者","200万円～","有配偶",21,"吸わない","飲まない (飲めない)","やや満足"
"筧田","といだ","静子","しづこ",95,"95-99","女",150.2,64.1,28.4,"山形県","高校・旧中","なし","無職その他","100万円～","死別",25,"吸わない","飲まない (飲めない)","やや満足"
"鹿島田","かしまだ","伶緒菜","れおな",68,"65-69","男",171.4,75.8,25.8,"高知県","高校・旧中","なし","生産工程従事者","500万円～","有配偶",26,"吸わない","週１-２日","不満だ"
"保田井","ほたい","紳哉","しんや",44,"40-44","男",178.1,92,29,"大阪府","高校・旧中","なし","建設・採掘従事者","1000万円～1500万円","有配偶",40,"吸わない","週５-６日","不満だ"
"鴻海","こうのみ","理歳","りとせ",78,"75-79","女",150.1,57,25.3,"北海道","高校・旧中","なし","無職その他","300万円～","有配偶",22,"吸わない","飲まない (飲めない)","やや満足"
"西勝","さいかつ","近常","ちかとき",66,"65-69","男",174.4,66.9,22,"千葉県","高校・旧中","なし","無職その他","500万円～","有配偶",25,"吸わない","月に１-３日","満足"
"佐ノ木","さのき","留花子","るかこ",29,"25-29","女",151.8,52.8,22.9,"埼玉県","大学・大学院","大学 人文科学","事務従事者","200万円～","有配偶",23,"吸わない","飲まない (飲めない)","やや満足"
"柳田","やなぎだ","和菜","かずな",48,"45-49","女",160.7,76.7,29.7,"佐賀県","大学・大学院","大学 家政","専門的・技術的職業従事者","100万円以下","有配偶",31,"吸わない","ほとんど飲まない","やや満足"
"古屋仲","こやなか","妃早","ひさ",16,"15-19","女",156.3,47.1,19.3,"奈良県","小学校・中学校","なし","無職その他","100万円～","未婚",NA,"吸わない","飲まない (飲めない)","やや満足"
"栄森","えいもり","心紗凪","みさな",35,"35-39","女",159.2,52.2,20.6,"愛知県","高校・旧中","なし","事務従事者","100万円～","有配偶",33,"吸わない","ほとんど飲まない","満足"
"丹保","たんぼ","里夏","りなつ",59,"55-59","女",157.2,48.9,19.8,"東京都","短大・高専","短大 芸術","管理的職業従事者","300万円～","有配偶",38,"吸わない","週１-２日","やや満足"
"濱咲","はまさき","利理","りり",67,"65-69","女",154.1,58.4,24.6,"茨城県","小学校・中学校","なし","事務従事者","100万円～","有配偶",23,"以前は吸っていたが.１か月以上吸っていない","ほとんど飲まない","やや満足"
"押鐘","おしかね","由治","よしはる",66,"65-69","男",162.4,62.8,23.8,"茨城県","高校・旧中","なし","無職その他","600万円～","有配偶",37,"吸わない","週５-６日","不満だ"
"川江","かわえ","千亜子","ちあこ",46,"45-49","女",152.2,55.8,24.1,"埼玉県","高校・旧中","なし","事務従事者","900万円～","有配偶",27,"以前は吸っていたが.１か月以上吸っていない","飲まない (飲めない)","やや満足"
"奥河原","おくがわら","蘭良","らら",46,"45-49","女",158.8,38.8,15.4,"大阪府","高校・旧中","なし","販売従事者","500万円～","死別",36,"以前は吸っていたが.１か月以上吸っていない","ほとんど飲まない","やや満足"
"尾勢","おせ","友絵","ともえ",67,"65-69","女",158.5,56.8,22.6,"石川県","小学校・中学校","なし","無職その他","200万円～","有配偶",40,"吸わない","飲まない (飲めない)","やや満足"
"上元","うえもと","佳郁子","けいこ",20,"20-24","女",159.8,56.4,22.1,"福島県","大学・大学院","大学 人文科学","サービス職業従事者","200万円～","未婚",NA,"吸わない","飲まない (飲めない)","やや満足"
"升澤","ますざわ","弦雅","つるまさ",79,"75-79","男",164.2,59,21.9,"広島県","短大・高専","高専 電気情報工学","無職その他","600万円～","有配偶",27,"毎日吸っている","飲まない (飲めない)","やや満足"
"田賀農","たがの","明和伊","あおい",77,"75-79","男",164.7,65.1,24,"群馬県","小学校・中学校","なし","無職その他","500万円～","有配偶",38,"以前は吸っていたが.１か月以上吸っていない","毎日","やや満足"
"二上","にかみ","照太郎","しょうたろう",17,"15-19","男",159.4,56.7,22.3,"埼玉県","小学校・中学校","なし","無職その他","300万円～","未婚",NA,"吸わない","飲まない (飲めない)","満足"
"晴","はれ","長昌","ながまさ",75,"75-79","男",165.3,63.4,23.2,"大阪府","小学校・中学校","なし","無職その他","400万円～","有配偶",30,"吸わない","飲まない (飲めない)","やや不満だ"
"宮庄","みやしょう","清期","きよとき",41,"40-44","男",168.8,48.4,17,"長崎県","高校・旧中","なし","分類不能の職業","500万円～","有配偶",26,"毎日吸っている","毎日","やや満足"
"長澤","なかざわ","将朗","まさろう",61,"60-64","男",173.4,57.4,19.1,"東京都","大学・大学院","大学 工学","生産工程従事者","400万円～","有配偶",26,"以前は吸っていたが.１か月以上吸っていない","毎日","やや満足"
"井利元","いりもと","震策","しんさく",43,"40-44","男",166.1,64.8,23.5,"兵庫県","高校・旧中","なし","専門的・技術的職業従事者","100万円～","有配偶",28,"時々吸う日がある","月に１-３日","やや満足"
"新里","しんざと","旺梨","おうり",49,"45-49","男",166.5,64.9,23.4,"東京都","大学・大学院","大学 理学","無職その他","600万円～","離別",20,"毎日吸っている","ほとんど飲まない","やや満足"
"小ノ澤","おのざわ","杏桜子","あさこ",83,"80-84","女",144.7,49.4,23.6,"千葉県","高校・旧中","なし","無職その他","100万円～","死別",30,"吸わない","飲まない (飲めない)","満足"
"平星","ひらぼし","好姫愛","すきあ",63,"60-64","女",153.9,53.3,22.5,"宮崎県","短大・高専","短大 保健","生産工程従事者","700万円～","有配偶",21,"以前は吸っていたが.１か月以上吸っていない","月に１-３日","やや不満だ"
"長内","ながうち","掬次","きくじ",23,"20-24","男",173.9,56.9,18.8,"東京都","小学校・中学校","なし","無職その他","300万円～","未婚",NA,"吸わない","ほとんど飲まない","やや満足"
"吉邨","よしむら","葉琉華","はるか",31,"30-34","女",166.8,65.4,23.5,"兵庫県","高校・旧中","なし","事務従事者","300万円～","未婚",NA,"吸わない","飲まない (飲めない)","やや満足"
"兼沢","かねざわ","時郷","ときさと",58,"55-59","男",169.4,67.7,23.6,"埼玉県","小学校・中学校","なし","運搬・清掃・包装等従事者","300万円～","離別",28,"吸わない","ほとんど飲まない","やや満足"
"梅地","うめじ","亜華納","あかな",73,"70-74","女",135.6,37.9,20.6,"北海道","高校・旧中","なし","無職その他","100万円～","有配偶",30,"吸わない","ほとんど飲まない","やや不満だ"
"飛弾","ひだん","凛紅","りこ",64,"60-64","女",152.9,61.3,26.2,"山梨県","小学校・中学校","なし","無職その他","200万円～","有配偶",22,"吸わない","週５-６日","やや満足"
"保母","ほぼ","美菜恵","みなえ",45,"45-49","女",151.7,52.7,22.9,"北海道","高校・旧中","なし","サービス職業従事者","500万円～","有配偶",28,"毎日吸っている","飲まない (飲めない)","やや満足"
"越路","こいじ","渡欧留","とおる",29,"25-29","男",171.4,75.8,25.8,"大阪府","大学・大学院","大学 社会科学","専門的・技術的職業従事者","1000万円～1500万円","有配偶",28,"毎日吸っている","ほとんど飲まない","やや満足"
"大観","おおみ","咲歩","さきほ",44,"40-44","女",160,50.9,19.9,"和歌山県","短大・高専","短大 教育","運搬・清掃・包装等従事者","100万円以下","有配偶",31,"毎日吸っている","飲まない (飲めない)","やや満足"
"白賀","しらが","観愛","みあ",29,"25-29","女",154.7,63.4,26.5,"神奈川県","高校・旧中","なし","サービス職業従事者","400万円～","未婚",NA,"吸わない","ほとんど飲まない","やや不満だ"
"鬼本","おにもと","宅一","たくいち",74,"70-74","男",162.9,63.4,23.9,"東京都","大学・大学院","大学 その他","無職その他","400万円～","有配偶",33,"吸わない","週５-６日","やや満足"
"岩口","いわくち","虎歩","とあ",46,"45-49","男",172.8,77.3,25.9,"鹿児島県","高校・旧中","なし","管理的職業従事者","500万円～","離別",25,"吸わない","毎日","やや満足"
"花下","はなした","雅玖斗","がくと",57,"55-59","男",174.4,66.6,21.9,"大阪府","高校・旧中","なし","生産工程従事者","100万円～","有配偶",30,"吸わない","毎日","やや満足"
"沼口","ぬまぐち","雨","あめ",82,"80-84","女",153.9,64.9,27.4,"栃木県","高校・旧中","なし","無職その他","200万円～","有配偶",38,"吸わない","飲まない (飲めない)","やや満足"
"宇角","うかく","絹花","きぬか",59,"55-59","女",156.8,50.6,20.6,"愛知県","高校・旧中","なし","分類不能の職業","200万円～","有配偶",28,"吸わない","毎日","やや満足"
"向中野","むかいなかの","幹薫","みきしげ",98,"95-99","男",173,62.6,20.9,"宮城県","高校・旧中","なし","無職その他","500万円～","有配偶",22,"吸わない","週３-４日","やや満足"
"安野","あんの","剛気","たけおき",69,"65-69","男",172.8,74.6,25,"兵庫県","小学校・中学校","なし","無職その他","300万円～","有配偶",35,"毎日吸っている","週１-２日","やや不満だ"
"七森","ななもり","琳稀","れのん",20,"20-24","女",157.1,44.9,18.2,"大分県","短大・高専","短大 家政","専門的・技術的職業従事者","100万円～","未婚",NA,"吸わない","ほとんど飲まない","満足"
"末谷","すえたに","香音","かおと",61,"60-64","女",154.7,48.6,20.3,"香川県","短大・高専","短大 社会","無職その他","200万円～","有配偶",31,"以前は吸っていたが.１か月以上吸っていない","毎日","満足"
"腹部","ふくべ","想一","そういち",15,"15-19","男",158.1,60.2,24.1,"東京都","小学校・中学校","なし","無職その他","100万円～","未婚",NA,"吸わない","飲まない (飲めない)","満足"
"天王野","あまおおの","初絵","はつえ",62,"60-64","女",157.8,69.7,28,"北海道","高校・旧中","なし","サービス職業従事者","400万円～","有配偶",31,"吸わない","飲まない (飲めない)","満足"
"四十八願","よいなら","星愛奈","せあな",33,"30-34","女",151.4,48.4,21.1,"東京都","大学・大学院","大学 教育","専門的・技術的職業従事者","300万円～","有配偶",28,"吸わない","飲まない (飲めない)","やや満足"
